Auction ID,APN,Legal Description,Property Address ,City,Zip Code,Minimum Bid,Auction Ends Apr 26th (ET)
995334,033-492-03,"T19S R53E S27 U.2 B.9 L.8    CALVADA MEADOWS  20,000SF                                      ",161 E CITATION ST ,PAHRUMP,89060, $ 880.00 ,  2:50 PM
995335,033-501-18,"T19S R53E S28 U.1 B.10 L.11  CALVADA MEADOWS   20,000SF                                       ",401 W GRANITE ST ,PAHRUMP,89060, $ 697.00 ,  2:50 PM
995336,033-522-02,"T19S R53E S34 U.1 B.13 L.16  CALVADA MEADOWS  20,000SF                                     ",401 E MARIE ST ,PAHRUMP,89060, $ 891.00 ,  2:50 PM
995337,033-531-06,"T19S R53E S34 U.1 B.13 L.25  CALVADA MEADOWS 20,000SF                                     ",340 E BONITA AVE ,PAHRUMP,89060, $ 880.00 ,  2:50 PM
995338,033-641-01,"T19S R53E S33 U.1 B.6 L.23  CALVADA MEADOWS 23,200.34SF +/-                             ",2861 N DECATUR AVE ,PAHRUMP,89060, $ 880.00 ,  2:50 PM
995339,033-672-05,T19S R53E S33 U.1 B.5 L.19  CALVADA MEADOWS  .479AC                                       ,2671 N DECATUR AVE ,PAHRUMP,89060, $ 886.00 ,  2:50 PM
995340,035-024-05,T20S R53E S1 L.23  GREEN VILLAGE ESTATES  ,2971 E BICKFORD WAY ,PAHRUMP,89060, $ 870.00 ,  2:50 PM
995341,035-258-02,T20S R53E S12 L.70  GREEN VALLEY ESTATES  ,2531 E LYNN WAY ,PAHRUMP,89060," $ 1,342.00 ",  2:50 PM
995342,035-263-08,T20S R53E S12 L.158 GREEN VALLEY ESTATES ,2720 E CHRISTINE WAY ,PAHRUMP,89060," $ 1,342.00 ",  2:50 PM
995343,035-711-28,T20S R53E S15 B.6 L.64 F#686379  .26AC    ISHANI RIDGE PH 1&2                       ,586 S TAHYA RIVER CT ,PAHRUMP,," $ 5,130.00 ",  2:50 PM
995344,035-711-29,T20S R53E S15 B.6 L.63 F#686379  .27AC    ISHANI RIDGE PH 1&2                       ,570 S TAHYA RIVER CT ,PAHRUMP,," $ 5,130.00 ",  2:50 PM
995345,035-711-30,T20S R53E S15 B.6 L.62 F#686379  .27AC    ISHANI RIDGE PH 1&2                       ,556 S TAHYA RIVER CT ,PAHRUMP,," $ 5,130.00 ",  2:50 PM
995346,035-711-31,T20S R53E S15 B.6 L.61 F#686379  .27AC   ISHANI RIDGE PH 1&2      (.270 ACRES)                         ,540 S TAHYA RIVER CT ,PAHRUMP,," $ 5,237.00 ",  2:50 PM
995347,035-711-32,T20S R53E S15 B.6 L.60 F#686379  .25AC   ISHANI RIDGE PH 1&2      (.250 ACRES)            ,526 S TAHYA RIVER CT ,PAHRUMP,," $ 4,695.00 ",  2:50 PM
995348,035-711-33,T20S R53E S15 B.6 L.59 F#686379  .25AC  ISHANI RIDGE PH 1&2      (.250 ACRES)                 ,510 S TAHYA RIVER CT ,PAHRUMP,," $ 5,800.00 ",  2:50 PM
995349,036-131-21,T20S R53E S7-F#58254 P.3  1.089AC  ,2640 W CHRISTIAN ST ,PAHRUMP,89060," $ 1,236.00 ",  2:50 PM
995350,036-212-04,T20S R53E S18 U.5 P.109  CHARLESTON PARK RANCHOS ,2891 W PROSPECTOR LN ,PAHRUMP,89048," $ 1,185.00 ",  2:50 PM
995351,036-361-06,T20S R53E S8 L.6  2.2ACRES  MORGAN MANOR ,1271 W BETTY AVE ,PAHRUMP,89060," $ 1,270.00 ",  3:00 PM
995352,036-441-19,T20S R53E S19 L.12  RANCHO VISTA ESTATES UNIT 4 ,2791 W RIO RANCHO DR ,PAHRUMP,89048," $ 1,028.00 ",  3:00 PM
995353,036-441-20,T20S R53E S19 L.11  RANCHO VISTA ESTATES UNIT 4 ,2801 W RIO RANCHO DR ,PAHRUMP,89048," $ 1,017.00 ",  3:00 PM
995354,036-494-06*,T20S R53E S31 L.13 2.083 ACRES PAHRUMP VALLEY STATES                                        ,3151 S BARNEY ST ,PAHRUMP,89048," $ 1,823.00 ",  3:00 PM
995355,037-031-47,"T21S R54E S6 U.9B B.4 L.47  CALVADA VALLEY 14,659.08sf                                ",4181 S ROCKFORD PL ,PAHRUMP,89061, $ 866.00 ,  3:00 PM
995356,037-031-51,"T21S R54E S6 U.9B B.4 L.51  CALVADA VALLEY 11,582.57sf                  (.266 ACRES)                           ",4261 S ROCKFORD PL ,PAHRUMP,," $ 2,206.00 ",  3:00 PM
995357,037-031-70,"T21S R54E S6 U.9B B.4 L.70  CALVADA VALLEY   11,046.29sf                (.254 ACRES)                            ",3321 E TOUCAN CT ,PAHRUMP,," $ 2,062.00 ",  3:00 PM
995358,037-041-24,"T21S R54E S6 U.9B B.4 L.70  CALVADA VALLEY  11,046.29sf                 (.254 ACRES) ",3321 E TOUCAN CT ,PAHRUMP,," $ 3,455.00 ",  3:00 PM
995359,037-051-13,"T21S R54E S6 U.9B B.6 L.33  CALVADA VALLEY  11,015.79sf                 (.254 ACRES)                         ",4080 S WINDJAMMER AVE ,PAHRUMP,," $ 2,151.00 ",  3:00 PM
995360,037-061-14,"T21S R54E S6 U.9B B.6 L.28  CALVADA VALLEY  11,048.77sf                 (.254 ACRES)                              ",4180 S WINDJAMMER AVE ,PAHRUMP,," $ 2,762.00 ",  3:00 PM
995361,037-063-05,"T21S R54E S6 U.9B B.8 L.7  CALVADA VALLEY 11,046.39sf                    (.254 ACRES)                      ",4261 S POST CT ,PAHRUMP,," $ 2,428.00 ",  3:00 PM
995362,037-063-09,"T21S R54E S6 U.9B B.8 L.11  CALVADA VALLEY  11,049.37sf                                 ",4280 S BAMBOO CT ,PAHRUMP,89061, $ 854.00 ,  3:00 PM
995363,037-073-07,"T21S R54E S6 U.9B B.10 L.38  CALVADA VALLEY  12,420.24sf             (.285 ACRES)                            ",4301 S MARBLE CT ,PAHRUMP,," $ 3,505.00 ",  3:00 PM
995364,037-073-08,"T21S R54E S6 U.9B B.10 L.39  CALVADA VALLEY    12,106.72sf           (.278 ACRES)                             ",4300 S BAILEY AVE ,PAHRUMP,," $ 3,121.00 ",  3:00 PM
995365,037-073-12,"T21S R54E S6 U.9B B.10 L.43  CALVADA VALLEY   11,045.88sf            (.254 ACRES)                          ",4220 S BAILEY AVE ,PAHRUMP,," $ 2,428.00 ",  3:00 PM
995366,037-073-13,"T21S R54E S6 U.9B B.10 L.44  CALVADA VALLEY  11,047.56sf             (.254 ACRES)                         ",4200 S BAILEY AVE ,PAHRUMP,," $ 2,433.00 ",  3:00 PM
995367,037-073-14,"T21S R54E S6 U.9B B.10 L.45  CALVADA VALLEY  11,047.99sf             (.254 ACRES)                            ",4180 S BAILEY AVE ,PAHRUMP,," $ 2,428.00 ",  3:00 PM
995368,037-074-02,"T21S R54E S6 U.9B B.13 L.4  CALVADA VALLEY  11,048.52sf                (.254 ACRES)                             ",4201 S BAILEY AVE   ,PAHRUMP,," $ 3,116.00 ",  3:00 PM
995369,037-084-04,"T21S R54E S6 U.9B B.13 L.18  CALVADA VALLEY  11,823.29sf                                  ",3951 E TOUCAN CT ,PAHRUMP,89061, $ 854.00 ,  3:00 PM
995370,037-091-23,"T21S R54E S5&6 U.9B B.14 L.47 CALVADA VALLEY  11,046.32sf        (.254 ACRES)                              ",4200 S LARGO AV ,PAHRUMP,," $ 2,191.00 ",  3:00 PM
995371,037-092-25,"T21S R54E S5 U.9B B.15 L.77 CALVADA VALLEY   12,261.51sf             (.281 ACRES)                                ",4220 S LOOKOUT PL ,PAHRUMP,," $ 2,223.00 ",  3:00 PM
995372,037-104-09,"T21S R54E S5 U.9B B.16 L.24  CALVADA VALLEY  12,349.66sf                                  ",4341 S YUCCA SPRINGS RD ,PAHRUMP,89061, $ 854.00 ,  3:00 PM
995373,037-111-21,"T21S R54E S5 U.9B B.14 L.29  CALVADA VALLEY  11,047.83sf             (.254 ACRES)                            ",4240 E ROGER ST ,PAHRUMP,," $ 2,428.00 ",  3:00 PM
995374,037-112-14,"T21S R54E S5 U.9B B.15 L.20  CALVADA VALLEY     12,195.72sf          (.280 ACRES)                         ",4120 S JAMES AVE ,PAHRUMP,," $ 2,316.00 ",  3:00 PM
995375,037-122-33,"T21S R54E S5 U.9B B.17 L.20 CALVADA VALLEY  11,048.00sf                                 ",4480 E ROGER ST ,PAHRUMP,89061, $ 854.00 ,  3:10 PM
995376,037-133-19,"T21S R54E S5 U.9B B.18 L.25  CALVADA VALLEY 11,047.93sf              (.254 ACRES)                            ",4201 S CROSS PL. ,PAHRUMP,," $ 2,309.00 ",  3:10 PM
995377,037-133-28,"T21S R54E S5 U.9B B.18 L.34  CALVADA VALLEY  11,047.29sf             (.254 ACRES)                            ",4180 S CROSS PL ,PAHRUMP,," $ 2,281.00 ",  3:10 PM
995378,037-133-47,"T21S R54E S5 U.9B B.18 L.53  CALVADA VALLEY  11,048.55sf                                 ",4161 S EMPIRE PL ,PAHRUMP,89061, $ 854.00 ,  3:10 PM
995379,037-134-03,"T21S R54E S5 U.9B B.19 L.19  CALVADA VALLEY   12,349.37sf            (.283 ACRES)                              ",4621 E YUCCA SPRINGS RD ,PAHRUMP,," $ 2,191.00 ",  3:10 PM
995380,037-141-11,"T21S R54E S5 U.9B B.20 L.114  CALVADA VALLEY  11,046.51sf           (.254 ACRES)                              ",4081 S HOOK AVE ,PAHRUMP,," $ 2,191.00 ",  3:10 PM
995381,037-141-33,"T21S R54E S5 U.9B B.20 L.92  CALVADA VALLEY  11,045.98sf             (.254 ACRES)                       ",4121 S GUNSMOKE PL ,PAHRUMP,," $ 4,192.00 ",  3:10 PM
995382,037-151-31,"T21S R54E S5 U.9B B.20 L.43 CALVADA VALLEY  11,046.86sf              (.254 ACRES)                            ",4160 S WORTHY PL ,PAHRUMP,," $ 2,455.00 ",  3:10 PM
995383,037-184-07,"T21S R54E S4 U.9B B.24 L.17 CALVADA VALLEY   10,087.39sf             (.232 ACRES)                             ",4180 S SANDY LN ,PAHRUMP,," $ 2,776.00 ",  3:10 PM
995384,037-211-20,"T21S R54E S4 U.9B B.28 L.20 CALVADA VALLEY  12,818.12sf .294AC   (.249 ACRES)              ",4110 S DELLA PL ,PAHRUMP,," $ 2,439.00 ",  3:10 PM
995385,037-211-34,"T21S R54E S4 U.9B B.28 L.34 CALVADA VALLEY  12,328.18sf                                 ",4081 S CRANE AVE ,PAHRUMP,89061, $ 854.00 ,  3:10 PM
995386,037-214-10,T21S R54E S4 U.9B B.29 L.10 CALVADA VALLEY 11096.72sf                             ,5671 E YUCCA SPRINGS RD ,PAHRUMP,89061, $ 871.00 ,  3:10 PM
995387,037-232-10+,"T21S R54E S4 U.9B B.32 L.12  CALVADA VALLEY   25,349.17sf                                   ",5900 E CRAZYHORSE ST ,PAHRUMP,89061," $ 1,357.00 ",  3:10 PM
995388,037-302-06#,"T20S R54E S34 U.9B B.40 L.6  CALVADA VALLEY   .367AC 15,996.860 SQ FT +/-                   ",3780 S BUTTERFIELD AVE ,PAHRUMP,89048, $ 879.00 ,  3:10 PM
995389,038-011-14 IND,T20S R53E S10 U.11 B.32 L.2   CALVADA VALLEY ,951 N AZTEC ST ,PAHRUMP,89060," $ 1,770.00 ",  3:10 PM
995390,038-032-08,T20S R53E S10 U.11 B.36 L.8   CALVADA VALLEY .272ac                       (.272 ACRES)                        ,681 N CARDON AVE ,PAHRUMP,," $ 2,006.00 ",  3:10 PM
995391,038-032-11,"T20S R53E S10 U.11 B.36 L.11     CALVADA VALLEY   9,100SF              (.209 ACRES)",711 N CARDON AVE   ,PAHRUMP,," $ 2,767.00 ",  3:10 PM
995392,038-041-10,T20S R53E S10 U.11 B.30 L.26  CALVADA VALLEY                                    (.210 ACRES),680 N DELTA ST ,PAHRUMP,," $ 3,937.00 ",  3:10 PM
995393,038-041-25 IND,T20S R53E S10 U.11 B.30 L.11  CALVADA VALLEY  ,870 N DELTA ST ,PAHRUMP,89060," $ 1,242.00 ",  3:10 PM
995394,038-042-15 IND,T20S R53E S10 U.11 B.31 L.16  CALVADA VALLEY ,791 N CORRAL ST ,PAHRUMP,89060," $ 1,242.00 ",  3:10 PM
995395,038-051-04 IND,T20S R53E S10 U.11 B.28 L.4  CALVADA VALLEY ,930 N FRONTAGE RD ,PAHRUMP,89060," $ 1,278.00 ",  3:10 PM
995396,038-052-15,T20S R53E S10 U.11 B.29 L.21      CALVADA VALLEY                                (.210 ACRES),741 N DELTA ST   ,PAHRUMP,," $ 2,337.00 ",  3:10 PM
995397,038-061-24,T20S R53E S10&11 U.11 B.26 L.24     CALVADA VALLEY                         (.210 ACRES),720 N EMERY ST    ,PAHRUMP,," $ 1,995.00 ",  3:10 PM
995398,038-071-23 IND,T20S R53E S10&11 U.11 B.24 L.23 CALVADA VALLEY ,680 N HUMAHUACA ST ,PAHRUMP,89060," $ 1,242.00 ",  3:10 PM
995399,038-072-22,T20S R53E S10&11 U.11 B.25 L.10     CALVADA VALLEY                         (.210 ACRES),871 N EMERY ST   ,PAHRUMP,," $ 3,317.00 ",  3:20 PM
995400,038-131-05,"T20S R53E S10 U.11 B.39 L.26  CALVADA VALLEY 5,400SF                                      ",661 E MARFIL AVE ,PAHRUMP,89060, $ 854.00 ,  3:20 PM
995401,038-131-20,"T20S R53E S10 U.11 B.39 L.11  CALVADA VALLEY  5,220SF                   (.120 ACRES)                                   ",401 N ABILENE ST ,PAHRUMP,," $ 1,358.00 ",  3:20 PM
995402,038-131-24,"T20S R53E S10 U.11 B.39 L.7   CALVADA VALLEY  5,220SF                    (.120 ACRES)                             ",351 N ABILENE ST ,PAHRUMP,," $ 2,479.00 ",  3:20 PM
995403,038-132-12,"T20S R53E S10 U.11 B.38 L.79  CALVADA VALLEY   7,200SF                  (.165 ACRES)                                  ",570 E MARFIL AVE ,PAHRUMP,," $ 1,593.00 ",  3:20 PM
995404,038-132-15,T20S R53E S10 U.11 B.38 L.82  CALVADA VALLEY .167ac                                       ,530 E MARFIL AVE ,PAHRUMP,89060, $ 854.00 ,  3:20 PM
995405,038-132-18,T20S R53E S10 U.11 B.38 L.85  CALVADA VALLEY   .162ac                     (.162 ACRES)                         ,480 N ABILENE ST ,PAHRUMP,," $ 3,193.00 ",  3:20 PM
995406,038-132-21,"T20S R53E S10 U.11 B.38 L.88  CALVADA VALLEY  6,000SF                   (.138 ACRES)                      ",440 N ABILENE ST ,PAHRUMP,," $ 1,950.00 ",  3:20 PM
995407,038-132-38,T20S R53E S10 U.11 B.38 L.105 CALVADA VALLEY .114ac                                       ,551 E POLO LN ,PAHRUMP,89060, $ 848.00 ,  3:20 PM
995408,038-141-14,T20S R53E S10 U.11 B.38 L.54  CALVADA VALLEY  .114ac                      (.114 ACRES)                  ,351 N ESTRIBO LN ,PAHRUMP,," $ 2,684.00 ",  3:20 PM
995409,038-142-17,T20S R53E S10 U.11 B.42 L.31  CALVADA VALLEY .154ac                                       ,351 N DURHAM LN ,PAHRUMP,89060, $ 848.00 ,  3:20 PM
995410,038-142-22,"T20S R53E S10 U.11 B.42 L.36  CALVADA VALLEY   6,006.99SF +/-      (.138 ACRES)                          ",340 N ESTRIBO LN ,PAHRUMP,," $ 2,451.00 ",  3:20 PM
995411,038-142-23,T20S R53E S10 U.11 B.42 L.37  CALVADA VALLEY .116ac                        (.116 ACRES)                      ,350 N ESTRIBO LN ,PAHRUMP,," $ 1,859.00 ",  3:20 PM
995412,038-142-31,T20S R53E S10 U.11 B.42 L.45  CALVADA VALLEY  .134ac                       (.134 ACRES)                      ,430 N ESTRIBO LN ,PAHRUMP,," $ 1,349.00 ",  3:20 PM
995413,038-142-35,"T20S R53E S10 U.11 B.42 L.49  CALVADA VALLEY  5,170 SF +/-            (.119 ACRES)                         ",661 E OLIVIA AVE ,PAHRUMP,," $ 1,711.00 ",  3:20 PM
995414,038-142-40,"T20S R53E S10 U.11 B.42 L.5   CALVADA VALLEY  5,400SF                     (.124 ACRES)                                 ",391 N DAMAJUANA LN ,PAHRUMP,," $ 3,037.00 ",  3:20 PM
995415,038-142-44,T20S R53E S10 U.11 B.42 L.9   CALVADA VALLEY  .131ac                        (.131 ACRES)                               ,331 N DAMAJUANA LN ,PAHRUMP,," $ 2,175.00 ",  3:20 PM
995416,038-142-45,"T20S R53E S10 U.11 B.42 L.10  CALVADA VALLEY  5,400SF                    (.124 ACRES)                        ",311 N DAMAJUANA LN ,PAHRUMP,," $ 1,868.00 ",  3:20 PM
995417,038-143-01,"T20S R53E S10 U.11 B.43 L.19    CALVADA VALLEY     5,962SF               (.137 ACRES)",270 N DAMAJUANA LN    ,PAHRUMP,," $ 2,752.00 ",  3:20 PM
995418,038-143-07,T20S R53E S10 U.11 B.43 L.25  CALVADA VALLEY   .104ac                      (.104 ACRES)                           ,330 N DAMAJUANA LN ,PAHRUMP,," $ 3,042.00 ",  3:20 PM
995419,038-143-08,T20S R53E S10 U.11 B.43 L.26  CALVADA VALLEY  .104ac                       (.104 ACRES)                         ,340 N DAMAJUANA LN ,PAHRUMP,," $ 2,702.00 ",  3:20 PM
995420,038-143-17,"T20S R53E S10 U.11 B.43 L.35   CALVADA VALLEY     5,330SF  +/-         (.122 ACRES)",430 N DAMAJUANA LN    ,PAHRUMP,," $ 2,752.00 ",  3:20 PM
995421,038-143-21,"T20S R53E S10 U.11 B.43 L.4    CALVADA VALLEY     5,400SF                  (.124 ACRES)",391 N CORDERO LN   ,PAHRUMP,," $ 1,455.00 ",  3:20 PM
995422,038-151-30,"T20S R53E S10 U.11 B.38 L.43      CALVADA VALLEY     5,400SF              (.124 ACRES)",470 N REDEYE LN   ,PAHRUMP,," $ 2,752.00 ",  3:20 PM
995423,038-153-21,"T20S R53E S10 U.11 B.41 L.2   CALVADA VALLEY  5,400SF                      (.124 ACRES)                              ",771 E OLIVIA AVE ,PAHRUMP,," $ 1,247.00 ",  3:30 PM
995424,038-153-29,"T20S R53E S10 U.11 B.41 L.10     CALVADA VALLEY     5,400SF               (.124 ACRES)",871 E OLIVIA AVE   ,PAHRUMP,," $ 2,114.00 ",  3:30 PM
995425,038-161-23,"T20S R53E S10 U.11 B.45 L.15    CALVADA VALLEY     5,400SF                (.124 ACRES)",81 N BROWN ST   ,PAHRUMP,," $ 2,114.00 ",  3:30 PM
995426,038-162-13,"T20S R53E S10 U.11 B.44 L.19    CALVADA VALLEY     5,400SF                (.124 ACRES)",60 N BROWN ST   ,PAHRUMP,," $ 4,138.00 ",  3:30 PM
995427,038-162-27,T20S R53E S10 U.11 B.44 L.5   CALVADA VALLEY   .124ac                                         ,161 N ABILENE ST ,PAHRUMP,89060, $ 890.00 ,  3:30 PM
995428,038-163-11,T20S R53E S10 U.11 B.38 L.121     CALVADA VALLEY   .145ac                 (.145 ACRES),210 N ABILENE ST   ,PAHRUMP,," $ 1,785.00 ",  3:30 PM
995429,038-163-18,"T20S R53E S10 U.11 B.38 L.128    CALVADA VALLEY    6,000SF              (.138 ACRES)",130 N ABILENE ST   ,PAHRUMP,," $ 4,898.00 ",  3:30 PM
995430,038-171-06,"T20S R53E S10 U.11 B.50 L.13 CALVADA VALLEY 6,497.52SF +/-                              ",770 E TIOGA CIR ,PAHRUMP,89060, $ 866.00 ,  3:30 PM
995431,038-172-06,"T20S R53E S10 U.11 B.47 L.28 CALVADA VALLEY  5,400SF                                      ",100 N SISK ST ,PAHRUMP,89060, $ 913.00 ,  3:30 PM
995432,038-172-21,T20S R53E S10 U.11 B.47 L.13   CALVADA VALLEY    .133ac                    (.133 ACRES),181 N HUASCARAN ST   ,PAHRUMP,," $ 2,752.00 ",  3:30 PM
995433,038-181-02,"T20S R53E S10 U.11 B.48 L.30  CALVADA VALLEY   5,400SF                                        ",270 N HUASCARAN ST,,," $ 1,751.00 ",  3:30 PM
995434,038-181-13,T20S R53E S10 U.11 B.48 L.19     CALVADA VALLEY   .119ac      (.119 ACRES),380 N HUASCARAN ST   ,PAHRUMP,," $ 2,752.00 ",  3:30 PM
995435,038-181-29,"T20S R53E S10 U.11 B.48 L.3    CALVADA VALLEY   5,400SF    (.124 ACRES)",311 N BOOTHILL DR   ,PAHRUMP,," $ 2,581.00 ",  3:30 PM
995436,038-192-12,"T20S R53E S10 U.11 B.51 L.30   CALVADA VALLEY   5,400SF   (.124 ACRES)",130 N KARIS LN   ,PAHRUMP,," $ 2,438.00 ",  3:30 PM
995437,038-192-13,"T20S R53E S10 U.11 B.51 L.29   CALVADA VALLEY   5,400SF    (.124 ACRES)",140 N KARIS LN   ,PAHRUMP,," $ 2,114.00 ",  3:30 PM
995438,038-192-30,"T20S R53E S10 U.11 B.51 L.12    CALVADA VALLEY   5,400SF     (.124 ACRES)",171 N TIOGA CIR   ,PAHRUMP,," $ 2,438.00 ",  3:30 PM
995439,038-192-40,"T20S R53E S10 U.11 B.51 L.2   CALVADA VALLEY  5,400SF                                       ",731 E TIOGA CIR ,PAHRUMP,89060, $ 854.00 ,  3:30 PM
995440,038-234-09+,T20S R53E S14 U.11 B.1 L.22 CALVADA VALLEY ,331 S FRONTAGE RD ,PAHRUMP,89048," $ 5,140.00 ",  3:30 PM
995441,038-321-12,T20S R53E S14&23 U.6 B.11 L.37  CALVADA VALLEY                (.090 ACRES),970 S CHEROKEE ST ,PAHRUMP,," $ 2,776.00 ",  3:30 PM
995442,038-321-26,T20S R53E S14&23 U.6 B.11 L.51   CALVADA VALLEY     (.090 ACRES),901 S DELAWARE ST   ,PAHRUMP,," $ 2,662.00 ",  3:30 PM
995443,038-332-13,"T20S R53E S23 U.6 B.9 L.13    CALVADA VALLEY    5,208.58SF   (.120 ACRES)",960 S BLACKFOOT ST   ,PAHRUMP,," $ 2,352.00 ",  3:30 PM
995444,038-342-05,T20S R53E S14 U.6 B.10 L.15  CALVADA VALLEY                       (.090 ACRES),891 S APACHE ST ,PAHRUMP,," $ 2,381.00 ",  3:30 PM
995445,038-391-20,T20S R53E S23 U.6 B.12 L.15 CALVADA VALLEY ,1140 S TANGO ST ,PAHRUMP,89048, $ 932.00 ,  3:30 PM
995446,038-392-06,T20S R53E S23 U.6 B.11 L.87 CALVADA VALLEY                                         (.090 ACRES),1130 S YUMA ST ,PAHRUMP,," $ 2,227.00 ",  3:30 PM
995447,038-392-07,T20S R53E S23 U.6 B.11 L.86 CALVADA VALLEY                                         (.090 ACRES),1140 S YUMA ST ,PAHRUMP,," $ 2,792.00 ",  3:40 PM
995448,038-401-01,T20S R53E S23 U.6 B.13 L.14  CALVADA VALLEY  .114ac                                       ,1171 S SAC ST ,PAHRUMP,89048, $ 962.00 ,  3:40 PM
995449,038-401-03,T20S R53E S23 U.6 B.13 L.12      CALVADA VALLEY   .090ac      (.090 ACRES),1141 S SAC ST   ,PAHRUMP,," $ 2,371.00 ",  3:40 PM
995450,038-401-04,T20S R53E S23 U.6 B.13 L.11  CALVADA VALLEY ,1131 S SAC ST ,PAHRUMP,89048, $ 955.00 ,  3:40 PM
995451,038-402-23,T20S R53E S23 U.6 B.11 L.114    CALVADA VALLEY   .090ac    (.090 ACRES),1110 S SAC ST   ,PAHRUMP,," $ 1,849.00 ",  3:40 PM
995452,038-411-15,T20S R53E S23 U.6 B.14 L.15  CALVADA VALLEY                                        (.090 ACRES),1101 S MOHAWK ST ,PAHRUMP,," $ 2,100.00 ",  3:40 PM
995453,038-411-17,T20S R53E S23 U.6 B.14 L.17  CALVADA VALLEY                                        (.090 ACRES),1081 S MOHAWK ST ,PAHRUMP,," $ 1,852.00 ",  3:40 PM
995454,038-412-16,T20S R53E S23 U.6 B.11 L.132  CALVADA VALLEY    (.090 ACRES),1141 S PLUM ST ,PAHRUMP,," $ 3,042.00 ",  3:40 PM
995455,038-421-24,"T20S R53E S23 U.6 B.11 L.149  CALVADA VALLEY  4,028.72SF +/-                                ",961 S INCLINE ST ,PAHRUMP,89048, $ 921.00 ,  3:40 PM
995456,038-482-13,T20S R53E S23 U.6 B.6 L.252  CALVADA VALLEY   (.230 ACRES),1750 E EAGLEWING ST ,PAHRUMP,," $ 2,595.00 ",  3:40 PM
995457,038-482-14,T20S R53E S23 U.6 B.6 L.251  CALVADA VALLEY       (.230 ACRES),1730 E EAGLEWING ST ,PAHRUMP,," $ 2,982.00 ",  3:40 PM
995458,038-483-16,T20S R53E S23 U.6 B.6 L.229  CALVADA VALLEY                     (.230 ACRES),1700 E FLEETFOOT ST ,PAHRUMP,," $ 3,042.00 ",  3:40 PM
995459,038-491-01#,T20S R53E S23 U.6 B.6 L.224  CALVADA VALLEY   .244ac                                        ,1641 E FLEETFOOT ST ,PAHRUMP,89048, $ 715.00 ,  3:40 PM
995460,038-571-02#,"T20S R53E S23 U.7 B.23 L.24  CALVADA VALLEY  9,200SF                                      ",1240 E HONEYSUCKLE ST ,PAHRUMP,89048, $ 956.00 ,  3:40 PM
995461,038-571-15#,"T20S R53E S23 U.7 B.23 L.11  CALVADA VALLEY 10,350SFB                                   ",1331 E GRANT ST ,PAHRUMP,89048, $ 956.00 ,  3:40 PM
995462,038-571-22,"T20S R53E S23 U.7 B.23 L.4     CALVADA VALLEY      10,350SF   (.238 ACRES)",1231 E GRANT ST   ,PAHRUMP,," $ 1,802.00 ",  3:40 PM
995463,038-572-19,"T20S R53E S23 U.7 B.22 L.18      CALVADA VALLEY      8,625SF              (.198ACRES)",1291 E HIAWATHA ST   ,PAHRUMP,," $ 3,511.00 ",  3:40 PM
995464,038-581-13,T20S R53E S23 U.6 B.16 L.82    CALVADA VALLEY     .293ac,1531 S MOHICAN AVE   ,PAHRUMP,," $ 3,306.00 ",  3:40 PM
995465,038-591-03,T20S R53E S23 U.6 B.16 L.124     CALVADA VALLEY     .264ac,2360 E HAPPY RIVER CT   ,PAHRUMP,," $ 2,334.00 ",  3:40 PM
995466,038-591-14,T20S R53E S23 U.6 B.16 L.113    CALVADA VALLEY    .280ac,2330 E ILLINOIS CT   ,PAHRUMP,," $ 2,326.00 ",  3:40 PM
995467,038-591-19,"T20S R53E S23 U.6 B.16 L.108     CALVADA VALLEY    12,339.37SF     (.283 ACRES)",1571 S JOE PYE ST   ,PAHRUMP,," $ 1,964.00 ",  3:40 PM
995468,038-591-28,T20S R53E S23 U.6 B.16 L.99  CALVADA VALLEY   .271ac                                         ,1570 S JOE PYE ST ,PAHRUMP,89048, $ 956.00 ,  3:40 PM
995469,038-603-22,T20S R53E S23 U.7 B.22 L.40      CALVADA VALLEY         (.230 ACRES),1170 E GRANT ST    ,PAHRUMP,," $ 3,073.00 ",  3:40 PM
995470,038-605-01#,T20S R53E S23 U.7 B.24 L.6       CALVADA VALLEY         (.230 ACRES),1041 E GRANT ST    ,PAHRUMP,," $ 6,750.00 ",  3:40 PM
995471,038-631-12,"T20S R53E S22&23 U.7 B.25 L.165      CALVADA VALLEY       8,625SF   (.198 ACRES)",981 E. HIAWATHA ST ,PAHRUMP,89048," $ 1,859.00 ",  3:50 PM
995472,038-663-22+,"T20S R53E S23 U.7A B.1 L.3  CALVADA VALLEY  6,937.50SF +/-                              ",1700 S  VALLEY BLVD ,PAHRUMP,89048," $ 1,054.00 ",  3:50 PM
995473,038-671-18+,"T20S R53E S23 U.7 B.26 L.73  CALVADA VALLEY 7,500SF                                     ",1750 S  VALLEY BLVD ,PAHRUMP,89048," $ 1,042.00 ",  3:50 PM
995474,038-701-05,"T20S R53E S23 U.6 B.20 L.5      CALVADA VALLEY       2,500SF   (.057 ACRES)",1665 S  VALLEY BLVD   ,PAHRUMP,," $ 1,643.00 ",  3:50 PM
995475,038-721-03,"T20S R53E S23 U.6 B.20 L.127      CALVADA VALLEY       2,500SF   (.057 ACRES)",1701 S  VALLEY BLVD #127   ,PAHRUMP,," $ 2,889.00 ",  3:50 PM
